,click,C1,banner_pos,site_domain,site_category,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C15,C16,date,time,user_id,device_ip_count,device_id_count,user_count,user_hour_count,user_bagged
1958,0,1005,1,137,12,12,0,438,1351,172,1,0,320,50,4,16,1408,266,266,266,204,232
1959,0,1005,0,225,4,20,2,438,3734,259,1,3,320,50,4,16,3940,1499,1499,1499,204,139
1960,0,1005,0,257,13,12,0,438,2369,226,1,0,320,50,4,16,2493,1,1,1,204,232
1961,0,1005,1,91,12,12,0,438,3421,738,1,0,320,50,4,16,3599,89,89,89,204,232
1962,0,1005,0,194,12,12,0,438,3693,814,1,0,320,50,4,16,3896,21,21,21,204,232
1963,0,1005,0,275,1,12,0,438,3146,807,1,0,320,50,4,16,3314,720,720,720,204,232
1964,0,1005,0,275,1,12,0,438,1676,265,1,0,320,50,4,16,1764,720,720,720,204,232
1965,0,1005,0,275,1,12,0,438,1378,828,1,0,320,50,4,16,1441,720,720,720,204,232
1966,0,1005,0,26,3,12,0,438,3791,746,1,0,320,50,4,16,4001,4,4,4,204,232
1967,1,1005,0,125,3,12,0,438,2820,406,1,0,300,250,4,16,2967,97,97,97,204,232
1968,0,1005,1,16,12,12,0,438,2148,738,1,0,320,50,4,16,2247,27,27,27,204,232
1969,0,1005,1,224,12,12,0,438,69,256,1,0,320,50,4,16,77,34,34,34,204,232
1970,0,1002,0,204,4,12,0,333,2943,713,0,0,320,50,4,16,2159,1,1,1,204,232
1971,0,1005,0,125,3,12,0,438,1570,123,1,0,300,250,4,16,1650,97,97,97,204,232
1972,1,1005,1,137,12,12,0,438,1921,425,1,0,320,50,4,16,2011,266,266,266,204,232
1973,0,1005,0,139,12,12,0,438,2698,453,1,0,320,50,4,16,2843,1,1,1,204,232
1974,1,1005,1,224,12,12,0,438,97,453,1,0,320,50,4,16,100,34,34,34,204,232
1975,0,1010,1,225,4,12,2,302,2341,818,4,3,320,50,4,16,1980,1499,1499,1499,204,3
1976,0,1005,0,225,4,20,2,438,634,777,1,3,320,50,4,16,667,1499,1499,1499,204,139
1977,0,1005,0,275,1,12,0,438,548,271,1,0,320,50,4,16,572,720,720,720,204,232
1978,0,1005,1,211,12,12,0,438,132,393,1,0,320,50,4,16,138,40,40,40,204,232
1979,0,1002,0,20,4,12,0,72,1704,48,0,0,300,50,4,16,443,1,1,1,204,232
1980,0,1005,0,225,4,15,2,438,2386,505,1,0,320,50,4,17,2518,1499,1499,1499,219,255
1981,0,1005,0,233,3,12,0,438,3101,539,1,0,320,50,4,17,3266,13,13,13,219,232
1982,0,1010,1,225,4,12,2,612,1245,818,4,0,320,50,4,17,3838,1499,1499,1499,219,29
1983,0,1005,1,137,12,12,0,438,80,409,1,0,320,50,4,17,86,266,266,266,219,232
1984,0,1005,0,275,1,12,0,438,3364,271,1,0,320,50,4,17,3536,720,720,720,219,232
1985,0,1005,0,41,12,12,0,438,125,407,1,2,320,50,4,17,131,37,37,37,219,232
1986,0,1005,0,275,1,12,0,438,699,19,1,0,320,50,4,17,727,720,720,720,219,232
1987,0,1005,1,137,12,12,0,438,2005,406,1,0,320,50,4,17,2100,266,266,266,219,232
1988,1,1005,0,275,1,12,0,438,733,219,1,0,320,50,4,17,759,720,720,720,219,232
1989,0,1005,0,225,4,15,2,438,3684,421,1,0,320,50,4,17,3889,1499,1499,1499,219,255
1990,0,1005,0,275,1,12,0,438,3682,507,1,2,320,50,4,17,3888,720,720,720,219,232
1991,0,1005,0,225,4,3,12,438,140,705,1,2,320,50,4,17,148,1499,1499,1499,219,91
1992,0,1005,1,15,12,12,0,438,3580,226,1,0,320,50,4,17,3770,79,79,79,219,232
1993,0,1005,1,224,12,12,0,438,1910,347,1,0,320,50,4,17,1999,34,34,34,219,232
1994,0,1005,0,275,1,12,0,438,3146,805,1,0,320,50,4,17,3313,720,720,720,219,232
1995,0,1005,0,225,4,21,2,438,795,632,1,0,320,50,4,17,828,1499,1499,1499,219,83
1996,1,1005,0,275,1,12,0,438,3538,91,1,0,320,50,4,18,3727,720,720,720,170,232
1997,0,1005,1,137,12,12,0,438,2665,276,1,0,320,50,4,18,2806,266,266,266,170,232
1998,0,1005,1,137,12,12,0,438,572,85,1,0,320,50,4,18,598,266,266,266,170,232
1999,0,1005,0,275,1,12,0,438,2533,856,1,0,320,50,4,18,2662,720,720,720,170,232
2000,0,1005,0,275,1,12,0,438,450,271,1,0,320,50,4,18,478,720,720,720,170,232
2001,0,1005,0,275,1,12,0,438,2340,123,1,0,320,50,4,18,2463,720,720,720,170,232
2002,0,1005,0,225,4,15,2,438,1504,516,1,0,320,50,4,18,1577,1499,1499,1499,170,255
2003,0,1005,0,225,4,3,9,42,2646,817,1,3,320,50,4,18,273,1499,1499,1499,170,53
2004,0,1005,1,83,12,12,0,438,2007,864,1,2,320,50,4,18,2101,24,24,24,170,232
2005,0,1005,0,275,1,12,0,438,875,120,1,0,320,50,4,18,913,720,720,720,170,232
2006,1,1005,0,177,3,12,0,438,1657,562,1,0,320,50,4,18,1740,6,6,6,170,232
2007,1,1005,0,26,3,12,0,438,268,123,1,0,320,50,4,18,289,4,4,4,170,232
2008,0,1005,0,275,1,12,0,438,1947,271,1,0,320,50,4,18,2035,720,720,720,170,232
2009,0,1005,0,225,4,20,2,438,214,259,1,3,320,50,4,18,232,1499,1499,1499,170,139
2010,0,1005,0,96,12,12,0,438,3845,637,1,0,320,50,4,18,4059,17,17,17,170,232
2011,0,1005,0,225,4,20,2,438,3730,21,1,3,320,50,4,18,3936,1499,1499,1499,170,139
2012,0,1005,1,137,12,12,0,438,791,322,1,2,320,50,4,18,824,266,266,266,170,232
2013,0,1005,1,187,3,12,0,438,766,453,1,0,320,50,4,18,800,14,14,14,170,232
2014,0,1005,0,225,4,3,2,195,2562,322,1,2,320,50,4,18,1256,1499,1499,1499,170,86
2015,0,1005,0,233,3,12,0,438,3545,746,1,0,320,50,4,18,3737,13,13,13,170,232
2016,0,1005,1,99,12,12,0,438,48,545,1,0,320,50,4,19,52,1,1,1,139,232
2017,0,1005,1,137,12,12,0,438,2791,40,1,0,320,50,4,19,2944,266,266,266,139,232
2018,1,1005,0,275,1,12,0,438,3584,123,1,0,320,50,4,19,3775,720,720,720,139,232
2019,0,1005,1,137,12,12,0,438,686,428,1,0,320,50,4,19,716,266,266,266,139,232
2020,0,1002,0,245,4,12,0,539,3349,207,0,0,320,50,4,19,3429,1,1,1,139,232
2021,0,1005,0,125,3,12,0,438,2217,123,1,0,300,250,4,19,2319,22,22,22,139,232
2022,0,1005,1,137,12,12,0,438,3337,386,1,0,320,50,4,19,3506,266,266,266,139,232
2023,0,1002,0,225,4,12,0,428,3762,755,0,0,300,50,4,19,2667,1,1,1,139,232
2024,0,1005,0,225,4,25,9,355,978,639,1,2,320,50,4,19,2287,1499,1499,1499,139,96
2025,0,1005,0,275,1,12,0,438,1364,805,1,0,320,50,4,19,1427,720,720,720,139,232
2026,0,1005,0,78,12,12,0,438,2324,211,1,0,320,50,4,20,2447,2,2,2,117,232
2027,0,1005,0,125,3,12,0,438,700,45,1,0,300,250,4,20,728,22,22,22,117,232
2028,0,1005,1,137,12,12,0,438,1409,706,1,0,320,50,4,20,1478,266,266,266,117,232
2029,0,1005,0,120,3,12,0,438,3446,67,1,0,320,50,4,20,3629,1,1,1,117,232
2030,1,1005,1,175,12,12,0,438,763,639,1,0,320,50,4,20,797,99,99,99,117,232
2031,0,1010,1,225,4,12,2,308,29,818,4,3,320,50,4,20,2013,1499,1499,1499,117,4
2032,0,1005,0,225,4,20,2,438,2675,51,1,3,320,50,4,20,2822,1499,1499,1499,117,139
2033,0,1005,0,225,4,20,2,438,2511,51,1,3,320,50,4,20,2641,1499,1499,1499,117,139
2034,0,1005,1,137,12,12,0,438,2395,263,1,0,320,50,4,20,2530,266,266,266,117,232
2035,0,1002,0,265,4,12,0,118,553,87,0,0,320,50,4,20,771,5,5,5,117,232
2036,1,1005,1,137,12,12,0,438,3258,848,1,0,320,50,4,20,3421,266,266,266,117,232
2037,0,1005,1,175,12,12,0,438,2481,291,1,0,320,50,4,20,2611,99,99,99,117,232
2038,0,1002,0,230,4,12,0,309,3331,246,0,0,320,50,4,20,2026,1,1,1,117,232
2039,0,1005,1,66,3,12,0,438,2889,116,1,0,320,50,4,20,3047,16,16,16,117,232
2040,0,1005,1,137,12,12,0,438,1027,706,1,0,320,50,4,20,1062,266,266,266,117,232
2041,0,1005,0,225,4,27,2,438,2764,577,1,0,320,50,4,20,2914,1499,1499,1499,117,147
2042,0,1005,0,225,4,20,2,438,3074,51,1,3,320,50,4,21,3237,1499,1499,1499,102,139
2043,0,1005,0,225,4,20,2,438,2739,501,1,3,320,50,4,21,2886,1499,1499,1499,102,139
2044,0,1005,0,225,4,25,9,579,2674,408,1,0,320,50,4,21,3650,1499,1499,1499,102,109
2045,1,1005,0,225,4,27,2,438,2760,505,1,0,320,50,4,21,2908,1499,1499,1499,102,85
2046,0,1005,1,137,12,12,0,438,657,820,1,0,320,50,4,21,684,48,48,48,102,232
2047,0,1005,1,137,12,12,0,438,2265,498,1,0,320,50,4,21,2375,266,266,266,102,232
2048,0,1005,0,125,3,12,0,438,1860,426,1,0,300,250,4,21,1943,22,22,22,102,232
2049,0,1005,0,275,1,12,0,438,3164,276,1,0,320,50,4,21,3331,720,720,720,102,232
2050,1,1005,1,137,12,12,0,438,1033,123,1,0,320,50,4,21,1080,266,266,266,102,232
2051,0,1005,0,128,12,12,0,438,1980,271,1,0,320,50,4,21,2072,3,3,3,102,232
2052,0,1005,1,225,4,27,2,438,1884,174,1,0,320,50,4,22,1973,1499,1499,1499,93,195
2053,0,1005,1,186,12,12,0,438,2077,276,1,0,320,50,4,22,2175,10,10,10,93,232
2054,0,1005,1,137,12,12,0,438,583,612,1,0,320,50,4,22,607,266,266,266,93,232
2055,0,1005,0,225,4,8,2,438,3473,406,1,0,320,50,4,22,3662,1499,1499,1499,93,219
2056,0,1005,0,225,4,27,2,438,2302,834,1,0,320,50,4,22,2426,1499,1499,1499,93,85
2057,0,1002,0,15,4,12,0,75,1014,555,0,0,320,50,4,22,477,7,7,7,93,232
2058,0,1005,1,137,12,12,0,438,368,449,1,0,320,50,4,22,391,266,266,266,93,232
2059,0,1005,0,225,4,20,2,438,3718,51,1,3,320,50,4,22,3921,1499,1499,1499,93,139
2060,0,1005,1,137,12,12,0,438,3393,95,1,0,320,50,4,22,3570,266,266,266,93,232
2061,1,1005,1,7,12,12,0,438,3677,739,1,0,320,50,4,22,3882,30,30,30,93,232
2062,0,1005,0,225,4,20,2,438,593,51,1,3,320,50,4,22,616,1499,1499,1499,93,139
2063,1,1005,1,137,12,12,0,438,718,814,1,0,320,50,4,22,747,266,266,266,93,232
2064,0,1005,0,225,4,8,2,427,2449,540,1,0,320,50,4,23,2666,1499,1499,1499,91,219
2065,0,1005,1,137,12,12,0,438,1608,4,1,0,320,50,4,23,1689,266,266,266,91,232
2066,0,1005,0,225,4,20,2,438,1092,259,1,3,320,50,4,23,1142,1499,1499,1499,91,139
2067,1,1005,1,137,12,12,0,438,1935,218,1,0,320,50,4,23,2027,266,266,266,91,232
2068,0,1005,0,41,12,12,0,438,1646,46,1,0,320,50,4,23,1728,37,37,37,91,232
2069,1,1005,1,137,12,12,0,438,1402,856,1,0,320,50,4,23,1470,266,266,266,91,232
2070,0,1005,0,225,4,3,2,364,2636,225,1,2,320,50,4,23,2339,1499,1499,1499,91,86
2071,1,1005,1,137,12,12,0,438,1390,449,1,0,320,50,4,23,1455,266,266,266,91,232
2072,1,1005,0,188,3,12,0,438,3086,116,1,0,320,50,4,23,3249,2,2,2,91,232
2073,1,1005,0,225,4,3,12,438,1173,88,1,2,320,50,5,0,1224,1499,1499,1499,95,148
2074,0,1005,0,225,4,20,2,438,1794,501,1,3,320,50,5,0,1883,1499,1499,1499,95,139
2075,0,1005,0,283,12,12,0,438,2040,406,1,0,320,50,5,0,2133,3,3,3,95,232
2076,0,1005,0,125,3,12,0,438,947,85,1,0,300,250,5,0,977,97,97,97,95,232
2077,1,1005,0,275,1,12,0,438,2882,333,1,0,320,50,5,0,3039,720,720,720,95,232
2078,0,1005,0,125,3,12,0,438,1194,436,1,0,300,250,5,0,1247,97,97,97,95,232
2079,0,1005,0,225,4,9,10,380,690,805,1,0,320,50,5,0,2400,1499,1499,1499,95,69
2080,0,1005,0,114,12,12,0,438,393,296,1,0,320,50,5,0,418,23,23,23,95,232
2081,0,1005,0,225,4,3,6,438,2766,705,1,2,320,50,5,0,2917,1499,1499,1499,95,1
2082,0,1005,0,225,4,27,2,438,191,836,1,0,320,50,5,0,207,1499,1499,1499,95,147
2083,0,1005,0,96,12,12,0,438,2348,408,1,0,320,50,5,0,2470,17,17,17,95,232
2084,1,1005,0,215,12,12,0,438,2928,529,1,0,320,50,5,1,3088,1,1,1,100,232
2085,0,1005,0,225,4,3,2,438,2573,506,1,0,320,50,5,1,2710,1499,1499,1499,100,86
2086,0,1005,0,225,4,3,2,290,3692,386,1,0,320,50,5,1,1933,1499,1499,1499,100,86
2087,0,1010,1,225,4,12,2,638,3716,540,4,3,320,50,5,1,4002,1499,1499,1499,100,4
2088,1,1005,0,41,12,12,0,438,1962,719,1,0,320,50,5,1,2056,37,37,37,100,232
2089,0,1005,0,275,1,12,0,438,1276,85,1,0,320,50,5,1,1330,720,720,720,100,232
2090,0,1005,0,275,1,12,0,438,547,302,1,0,320,50,5,1,571,720,720,720,100,232
2091,1,1005,1,175,12,12,0,438,2421,746,1,0,320,50,5,1,2551,99,99,99,100,232
2092,0,1005,0,225,4,3,2,438,1544,3,1,0,320,50,5,1,1617,1499,1499,1499,100,86
2093,1,1005,0,275,1,12,0,438,3503,271,1,0,320,50,5,2,3690,720,720,720,136,232
2094,1,1005,0,275,1,12,0,438,451,864,1,2,320,50,5,2,479,720,720,720,136,232
2095,1,1005,0,175,12,12,0,438,104,453,1,0,320,50,5,2,107,99,99,99,136,232
2096,1,1005,0,275,1,12,0,438,3364,123,1,0,320,50,5,2,3535,720,720,720,136,232
2097,0,1005,0,225,4,20,9,438,3561,201,1,0,320,50,5,2,3751,1499,1499,1499,136,194
2098,0,1005,1,66,3,12,0,438,1687,85,1,0,320,50,5,2,1782,16,16,16,136,232
2099,0,1005,0,125,3,12,0,438,185,473,1,0,300,250,5,2,197,97,97,97,136,232
2100,0,1005,0,194,12,12,0,438,2149,325,1,0,300,50,5,2,2249,1,1,1,136,232
2101,0,1005,0,225,4,20,2,438,2290,51,1,3,320,50,5,2,2410,1499,1499,1499,136,139
2102,0,1005,1,211,12,12,0,438,1731,706,1,0,320,50,5,2,1819,40,40,40,136,232
2103,1,1005,0,275,1,12,0,438,3214,373,1,0,320,50,5,2,3382,720,720,720,136,232
2104,0,1005,0,225,4,15,2,438,3395,505,1,0,320,50,5,2,3573,1499,1499,1499,136,255
2105,0,1002,0,62,4,12,0,98,2371,468,0,0,320,50,5,3,632,2,2,2,156,232
2106,0,1005,0,275,1,12,0,438,1934,563,1,0,320,50,5,3,2025,720,720,720,156,232
2107,0,1005,1,66,3,12,0,438,3827,161,1,0,320,50,5,3,4042,16,16,16,156,232
2108,0,1005,0,225,4,15,2,438,2572,516,1,0,320,50,5,3,2709,1499,1499,1499,156,255
2109,0,1005,0,275,1,12,0,438,1529,708,1,0,320,50,5,3,1600,720,720,720,156,232
2110,0,1005,1,175,12,12,0,438,2345,373,1,0,320,50,5,3,2467,99,99,99,156,232
2111,0,1005,0,275,1,12,0,438,1445,333,1,0,320,50,5,3,1517,720,720,720,156,232
2112,0,1002,0,152,4,12,0,10,522,246,0,0,300,50,5,3,60,3,3,3,156,232
2113,0,1005,1,175,12,12,0,438,741,413,1,0,320,50,5,3,775,99,99,99,156,232
2114,0,1005,0,171,12,12,0,438,725,453,1,0,320,50,5,3,754,35,35,35,156,232
2115,1,1005,0,275,1,12,0,438,1745,453,1,0,320,50,5,4,1832,720,720,720,199,232
2116,0,1005,0,225,4,20,2,438,2762,777,1,3,320,50,5,4,2910,1499,1499,1499,199,139
2117,0,1005,0,246,1,12,0,438,3396,684,1,0,320,50,5,4,3574,16,16,16,199,232
2118,0,1005,0,225,4,3,12,285,335,184,1,3,320,50,5,4,1851,1499,1499,1499,199,172
2119,1,1005,0,275,1,12,0,438,3801,276,1,0,320,50,5,4,4016,720,720,720,199,232
2120,0,1005,0,225,4,3,6,210,962,558,1,0,320,50,5,4,1350,1499,1499,1499,199,1
2121,0,1005,0,263,3,12,0,438,2710,3,1,0,320,50,5,4,2857,10,10,10,199,232
2122,0,1005,0,125,3,12,0,438,2562,123,1,0,300,250,5,4,2691,97,97,97,199,233
2123,1,1005,0,275,1,12,0,438,2562,123,1,0,320,50,7,4,2691,720,720,720,199,233
2124,0,1005,1,201,12,12,0,438,2837,67,1,0,320,50,5,4,2985,5,5,5,199,232
2125,1,1005,0,275,1,12,0,438,3092,746,1,0,320,50,5,4,3256,720,720,720,199,232
2126,0,1005,1,91,12,12,0,438,74,638,1,0,320,50,5,4,82,89,89,89,199,232
2127,0,1005,1,15,12,12,0,438,2516,17,1,0,320,50,5,4,2648,79,79,79,199,232
2128,0,1005,1,91,12,12,0,438,946,393,1,0,320,50,5,4,976,89,89,89,199,232
2129,0,1002,0,225,4,12,0,470,456,207,0,0,320,50,5,4,2938,2,2,2,199,232
2130,0,1005,1,263,3,12,0,438,3789,656,1,0,320,50,5,5,3999,4,4,4,208,232
2131,0,1005,0,275,1,12,0,438,1832,373,1,0,320,50,5,5,1912,720,720,720,208,232
2132,0,1005,0,275,1,12,0,438,1856,856,1,0,320,50,5,5,1938,720,720,720,208,232
2133,1,1005,0,171,12,12,0,438,312,123,1,0,320,50,5,5,334,35,35,35,208,232
2134,0,1005,1,137,12,12,0,438,2699,47,1,0,320,50,5,5,2845,266,266,266,208,232
2135,0,1005,0,225,4,25,9,656,2995,436,1,0,320,50,5,5,4103,1499,1499,1499,208,109
2136,0,1005,1,91,12,12,0,438,1510,638,1,0,320,50,5,5,1583,89,89,89,208,232
2137,1,1005,0,275,1,12,0,438,2062,740,1,0,320,50,5,5,2157,720,720,720,208,232
2138,0,1005,0,225,4,12,2,291,2807,19,1,0,320,50,5,5,1936,1499,1499,1499,208,213
2139,0,1005,0,275,1,12,0,438,1,218,1,0,320,50,5,5,1,720,720,720,208,232
2140,0,1005,0,225,4,8,2,438,1589,43,1,0,320,50,5,5,1672,1499,1499,1499,208,219
2141,1,1005,0,125,3,12,0,438,1970,746,1,0,300,250,5,5,2062,97,97,97,208,232
2142,0,1005,1,175,12,12,0,438,3353,746,1,0,320,50,5,5,3522,99,99,99,208,232
2143,0,1002,0,14,4,12,0,131,2008,65,0,0,320,50,5,5,823,1,1,1,208,232
2144,0,1005,1,94,12,12,0,438,2539,397,1,0,320,50,5,5,2669,33,33,33,208,232
2145,0,1005,0,275,1,12,0,438,3896,123,1,0,320,50,5,5,4113,720,720,720,208,232
2146,0,1005,0,86,12,12,0,438,1505,547,1,0,320,50,5,5,1578,1,1,1,208,232
2147,0,1005,0,275,1,12,0,438,3276,540,1,0,320,50,5,5,3440,720,720,720,208,232
2148,0,1005,0,225,4,3,2,438,1573,638,1,0,320,50,5,5,1653,1499,1499,1499,208,86
2149,1,1012,1,225,11,12,0,438,2800,565,1,0,320,50,5,5,2951,4,4,4,208,232
2150,0,1005,0,275,1,12,0,438,3209,138,1,0,320,50,5,5,3378,720,720,720,208,232
2151,0,1005,1,91,12,12,0,438,3509,727,1,0,320,50,5,6,3694,89,89,89,173,232
2152,0,1005,0,275,1,12,0,438,1485,426,1,0,320,50,5,6,1558,720,720,720,173,233
2153,1,1005,0,275,1,12,0,438,1485,426,1,0,320,50,7,19,1558,720,720,720,139,233
2154,1,1005,1,187,3,12,0,438,3054,638,1,0,320,50,5,6,3219,14,14,14,173,232
2155,0,1005,0,225,4,3,2,438,3836,458,1,0,320,50,5,6,4049,1499,1499,1499,173,127
2156,0,1005,1,137,12,12,0,438,3855,462,1,0,320,50,5,6,4069,266,266,266,173,232
2157,0,1005,0,225,4,25,9,221,2312,4,1,0,320,50,5,6,1421,1499,1499,1499,173,109
2158,0,1005,0,171,12,12,0,438,2483,805,1,0,320,50,5,6,2614,35,35,35,173,232
2159,0,1005,0,275,1,12,0,438,2134,393,1,0,320,50,5,6,2227,720,720,720,173,232
2160,1,1005,0,125,3,12,0,438,705,436,1,0,300,250,5,6,734,22,22,22,173,232
2161,0,1005,0,275,1,12,0,438,3450,676,1,0,320,50,5,6,3636,720,720,720,173,232
2162,0,1005,0,225,4,8,2,319,2500,67,1,0,320,50,5,6,2078,1499,1499,1499,173,219
2163,0,1005,0,275,1,12,0,438,83,453,1,0,320,50,5,6,89,720,720,720,173,232
2164,1,1005,0,275,1,12,0,438,205,676,1,0,320,50,5,6,221,720,720,720,173,232
2165,0,1005,0,275,1,12,0,438,1456,426,1,0,320,50,5,6,1528,720,720,720,173,232
2166,0,1005,0,275,1,12,0,438,261,699,1,0,320,50,5,6,280,720,720,720,173,232
2167,1,1005,0,275,1,12,0,438,423,127,1,0,320,50,5,7,448,720,720,720,174,232
2168,0,1005,1,4,2,12,0,438,2166,406,1,0,320,50,5,7,2266,4,4,4,174,232
2169,1,1005,1,137,12,12,0,438,2384,347,1,0,320,50,5,7,2516,266,266,266,174,232
2170,0,1005,0,225,4,8,2,205,1467,805,1,0,320,50,5,7,1318,1499,1499,1499,174,219
2171,0,1005,0,275,1,12,0,438,323,453,1,0,320,50,5,7,344,720,720,720,174,232
2172,0,1005,0,114,12,12,0,438,1166,123,1,0,320,50,5,7,1218,23,23,23,174,232
2173,0,1005,1,91,12,12,0,438,1111,462,1,0,320,50,5,7,1164,89,89,89,174,232
2174,0,1005,0,225,4,3,9,438,280,351,1,2,216,36,5,7,298,1499,1499,1499,174,44
2175,1,1005,0,125,3,12,0,438,3738,393,1,0,300,250,5,7,3945,97,97,97,174,232
2176,0,1005,0,169,12,12,0,438,242,123,1,0,320,50,5,7,260,4,4,4,174,232
2177,1,1005,0,125,3,12,0,438,2022,638,1,0,300,250,5,7,2115,97,97,97,174,232
2178,1,1005,0,275,1,12,0,438,1954,123,1,0,320,50,5,7,2045,720,720,720,174,232
2179,1,1005,1,212,12,12,0,438,3203,322,1,2,320,50,5,7,3372,8,8,8,174,232
2180,1,1005,0,163,3,12,0,438,679,504,1,0,320,50,5,8,708,4,4,4,201,232
2181,0,1005,0,253,12,12,0,438,1729,183,1,0,320,50,5,8,1817,1,1,1,201,232
2182,0,1005,0,225,4,3,12,438,2968,805,1,0,320,50,5,8,3131,1499,1499,1499,201,148
2183,0,1005,0,198,3,12,0,438,1483,738,1,0,320,50,5,8,1556,1,1,1,201,232
2184,0,1005,0,225,4,3,6,438,2609,752,1,0,320,50,5,8,2748,1499,1499,1499,201,218
2185,0,1005,0,216,12,12,0,438,1621,453,1,0,320,50,5,8,1703,23,23,23,201,232
2186,0,1005,1,15,12,12,0,438,2530,738,1,0,320,50,5,8,2660,79,79,79,201,232
2187,0,1005,0,225,4,6,12,438,3518,406,1,0,320,50,5,8,3701,1499,1499,1499,201,14
2188,0,1005,0,225,4,8,2,625,194,406,1,0,320,50,5,8,3910,1499,1499,1499,201,219
2189,1,1005,1,137,12,12,0,438,1583,355,1,0,320,50,5,8,1664,266,266,266,201,232
2190,0,1005,0,114,12,12,0,438,1465,406,1,0,320,50,5,8,1539,23,23,23,201,232
2191,0,1005,0,194,12,12,0,438,2375,324,1,0,320,50,5,8,2506,21,21,21,201,232
2192,0,1010,1,225,4,12,2,466,2672,22,4,3,320,50,5,8,2913,1499,1499,1499,201,3
2193,0,1005,0,86,12,12,0,438,3490,325,1,0,320,50,5,8,3678,1,1,1,201,232
2194,0,1005,0,225,4,20,2,438,839,259,1,0,320,50,5,8,875,1499,1499,1499,201,139
2195,0,1005,0,275,1,12,0,438,2697,746,1,0,320,50,5,8,2842,720,720,720,201,232
2196,0,1005,1,7,12,12,0,438,1148,453,1,0,320,50,5,8,1201,30,30,30,201,232
2197,1,1005,1,137,12,12,0,438,3295,217,1,0,320,50,5,8,3462,48,48,48,201,236
2198,0,1005,1,137,12,12,0,438,3295,217,1,0,320,50,7,4,3462,48,48,48,199,236
2199,0,1005,1,137,12,12,0,438,3295,217,1,0,320,50,7,12,3462,48,48,48,209,236
2200,0,1005,1,91,12,12,0,438,174,783,1,0,320,50,5,9,186,89,89,89,252,232
2201,1,1005,0,275,1,12,0,438,1470,322,1,2,320,50,5,9,1542,720,720,720,252,232
2202,0,1005,1,137,12,12,0,438,734,837,1,0,320,50,5,9,765,48,48,48,252,232
2203,0,1005,0,275,1,12,0,438,2434,108,1,0,320,50,5,9,2562,720,720,720,252,232
2204,0,1005,0,275,1,12,0,438,640,128,1,0,320,50,5,9,671,720,720,720,252,232
2205,0,1005,0,225,4,3,2,438,2885,85,1,0,320,50,5,9,3043,1499,1499,1499,252,86
2206,0,1005,0,225,4,8,2,438,3602,489,1,0,320,50,5,9,3791,1499,1499,1499,252,219
2207,0,1005,1,137,12,12,0,438,678,795,1,0,320,50,5,9,707,266,266,266,252,232
2208,0,1005,0,275,1,12,0,438,1697,568,1,0,320,50,5,9,1791,720,720,720,252,232
2209,0,1005,1,120,12,12,0,438,3037,324,1,0,320,50,5,9,3205,15,15,15,252,232
2210,0,1005,0,225,4,20,2,438,1066,51,1,3,320,50,5,9,1115,1499,1499,1499,252,139
2211,0,1005,1,211,12,12,0,438,562,17,1,0,320,50,5,9,586,40,40,40,252,232
2212,0,1005,0,239,13,12,0,438,2926,747,1,0,320,50,5,9,3086,15,15,15,252,232
2213,0,1005,1,175,12,12,0,438,1240,261,1,0,320,50,5,9,1295,99,99,99,252,232
2214,0,1002,0,3,4,12,0,352,2854,570,0,0,320,50,5,9,2264,1,1,1,252,232
2215,0,1002,0,37,4,12,0,350,2601,369,0,0,300,50,5,9,2261,1,1,1,252,232
2216,0,1005,0,233,3,12,0,438,3145,448,1,0,320,50,5,9,3311,13,13,13,252,232
2217,0,1005,0,225,4,3,2,438,2870,701,1,2,320,50,5,9,3024,1499,1499,1499,252,86
2218,0,1005,1,241,12,12,0,438,1431,239,1,0,320,50,5,9,1503,8,8,8,252,232
2219,0,1005,0,225,4,8,2,438,3078,638,1,0,320,50,5,9,3241,1499,1499,1499,252,219
2220,0,1005,0,133,2,12,0,438,357,174,1,0,320,50,5,9,380,2,2,2,252,232
2221,1,1005,0,275,1,12,0,438,104,705,1,2,320,50,5,9,109,720,720,720,252,232
2222,0,1005,0,68,12,12,0,438,1955,347,1,0,320,50,5,9,2046,2,2,2,252,232
2223,1,1005,0,275,1,12,0,438,3301,453,1,0,320,50,5,9,3474,720,720,720,252,232
2224,0,1005,0,194,12,12,0,438,2570,116,1,0,320,50,5,9,2707,1,1,1,252,232
2225,0,1005,0,240,3,12,0,438,2827,746,1,0,320,50,5,9,2974,1,1,1,252,232
2226,0,1005,0,275,1,12,0,438,476,676,1,0,320,50,5,9,503,720,720,720,252,232
2227,0,1005,1,137,12,12,0,438,141,638,1,0,320,50,5,9,149,266,266,266,252,232
2228,0,1005,1,137,12,12,0,438,466,218,1,0,320,50,5,9,495,266,266,266,252,232
2229,1,1002,0,17,4,12,0,128,655,37,0,0,320,50,5,10,816,2,2,2,232,232
2230,0,1005,0,225,4,3,12,438,2367,123,1,0,320,50,5,10,2490,1499,1499,1499,232,148
2231,0,1005,0,225,4,3,12,438,1678,848,1,0,320,50,5,10,1774,1499,1499,1499,232,148
2232,0,1005,0,225,4,20,2,438,651,777,1,3,320,50,5,10,677,1499,1499,1499,232,139
2233,1,1005,0,225,4,3,12,150,1135,150,1,2,320,50,5,10,979,1499,1499,1499,232,172
