,Unnamed: 0,Unnamed: 0.1,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
2034,2034,199340,8638501223803627508,1,14102522,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2e912d91,ef726eae,1,0,4687,320,50,423,2,39,100148,32
2035,2035,199464,11256359005018953296,0,14102523,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a6bef4bd,a082b82a,a0f5f879,1,0,20633,320,50,2374,3,39,-1,23
2036,2036,199491,11751563615850215510,0,14102523,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67894119,0153a639,1,0,4687,320,50,423,2,39,100148,32
2037,2037,199523,12409814380255570898,0,14102523,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,4761d809,496515fa,1,3,21189,320,50,2424,1,161,100193,71
2038,2038,199732,16890780488777777325,1,14102523,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c56acf7,3bc980aa,1,0,17262,320,50,1872,3,39,-1,23
2039,2039,199781,17963270919346378334,0,14102523,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,699f69bd,0b188ab3,1,0,16615,320,50,1863,3,39,-1,23
2040,2040,199811,2031156129246676232,1,14102523,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5a4fc7ed,fce66524,1,0,4687,320,50,423,2,39,100148,32
2041,2041,199948,4957690474407321427,0,14102523,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,903dee41,ad5f1a98,3de05cb4,1,2,17016,320,50,1873,3,39,100060,23
2042,2042,199963,527796091105062016,1,14102523,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,59983ca9,89416188,1,0,4687,320,50,423,2,39,100148,32
2043,2043,200192,9901028145842237676,1,14102523,1005,0,517d50bf,9f668dc4,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cb222580,1ccc7835,1,0,17239,320,50,1973,3,39,100119,23
2044,2044,200221,1038091161117541866,1,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4c0d6851,15b57b37,1,2,18093,320,50,2060,3,39,-1,23
2045,2045,200222,10387151263766633456,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7323ee32,981edffc,1,3,21189,320,50,2424,1,161,100192,71
2046,2046,200473,16125509548019538404,0,14102600,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8313be71,7abbbd5c,1,0,17239,320,50,1973,3,39,-1,23
2047,2047,200572,2076783052501706119,0,14102600,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d0c427e,158e4944,1,0,17654,300,250,1994,2,39,100084,33
2048,2048,200642,3934331829636051400,1,14102600,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,be1ea4e5,6332421a,1,0,22259,320,50,2545,0,167,100084,221
2049,2049,200690,5134806895162064620,0,14102600,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4d4fab82,84ebbcd4,1,0,17654,300,250,1994,2,39,100084,33
2050,2050,200693,5191955721620175396,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,94420c26,2d2bc99c,ecb851b2,1,0,17877,320,50,2036,3,47,-1,156
2051,2051,200749,6478504345756431254,0,14102600,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ac432f6,56243372,1,0,16615,320,50,1863,3,39,-1,23
2052,2052,200793,7384853794669995582,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,b64b1d90,cd5b1559,1,2,17016,320,50,1873,3,39,-1,23
2053,2053,200844,8422269379912914129,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,0e01b777,f51246a7,1,0,20751,320,50,1895,0,681,100028,101
2054,2054,200901,9686779395248161214,0,14102600,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,998a4ce5,7b75d3a6,1,0,17212,320,50,1887,3,39,100194,23
2055,2055,200935,10565648267999840817,1,14102601,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0940fdf,9e3836ff,1,0,17877,320,50,2036,3,47,-1,156
2056,2056,201171,15546700294811800475,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,a8ee7910,99ec2bcb,1,0,16688,320,50,1873,3,39,-1,23
2057,2057,201199,16141607916431902523,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,76ebe886,f1deef4c,744ae245,1,0,17016,320,50,1873,3,39,-1,23
2058,2058,201304,18323572548587186756,0,14102601,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,f8a7c229,f3c844ca,a0f5f879,4,3,22553,320,50,2602,0,163,100084,182
2059,2059,201459,504045898041849132,1,14102601,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7e7d87d8,d14c4241,1,0,19771,320,50,2227,0,679,-1,48
2060,2060,201497,5705115853469320991,0,14102601,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5245eaad,158e4944,1,0,22261,320,50,2545,0,167,-1,221
2061,2061,201510,5844755784444498606,0,14102601,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23a9e038,56f254f5,1,0,22259,320,50,2545,0,167,100084,221
2062,2062,201627,7877696982855208916,1,14102601,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9ee25be8,d787e91b,1,0,17753,320,50,1993,2,1063,100084,33
2063,2063,201634,7998210609329695829,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,638c32cf,00b1f3a7,1,0,16688,320,50,1873,3,39,100060,23
2064,2064,201761,10250419601324838583,1,14102602,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e6393450,4ea23a13,1,0,15707,320,50,1722,0,35,-1,79
2065,2065,201992,14421709216286884018,1,14102602,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1e46179e,ff065cf0,1,2,15701,320,50,1722,0,35,100084,79
2066,2066,202012,14750962298084284208,1,14102602,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,07875ea4,8a4875bd,1,0,19595,320,50,2242,3,167,-1,23
2067,2067,202083,15795266653641357438,1,14102602,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,1f0bc64f,1,0,15699,320,50,1722,0,35,-1,79
2068,2068,202251,1942108449458850129,0,14102602,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,e9857660,36b67a2a,1,0,16352,320,50,1823,1,167,100003,71
2069,2069,202371,3791958966257703223,0,14102602,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6bf4fb2f,158e4944,1,0,16615,320,50,1863,3,39,-1,23
2070,2070,202394,4216907302915234826,0,14102602,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0d7bb120,8f5c9827,1,0,20093,300,250,2295,2,35,100081,23
2071,2071,202410,449328182631168950,0,14102602,1005,0,0ad5bf87,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8a4b1c96,5ef191d3,1,0,19454,300,50,2227,0,679,100075,48
2072,2072,202514,5999776280798717808,0,14102602,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9524ce0c,0bcabeaf,1,3,21191,320,50,2424,1,161,100191,71
2073,2073,202643,8289483787057509312,0,14102602,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6f1bfc44,cdf6ea96,1,0,19950,320,50,1800,3,167,100079,23
2074,2074,202700,9380524764309390302,1,14102602,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d2de4e8f,711ee120,1,0,15701,320,50,1722,0,35,-1,79
2075,2075,202726,9814046043965600772,0,14102602,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,dfaccca0,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
2076,2076,202868,11833489396412813467,0,14102603,1002,0,805d7074,3a1a5671,50e219e0,ecad2386,7801e8d9,07d7df22,2760971b,9b1079a3,8debacdb,0,0,6563,320,50,572,2,39,-1,32
2077,2077,202940,12867320257809948242,0,14102603,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7c372f57,a76c4b0a,1,0,15699,320,50,1722,0,35,100084,79
2078,2078,202991,13661203513471275059,0,14102603,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fb40efd1,2b580930,1,0,16838,320,50,1882,3,35,-1,13
2079,2079,203121,15584310541368887824,0,14102603,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a8eb5bf9,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
2080,2080,203215,17289196272477154137,0,14102603,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,62b48a2e,ce762689,1,0,15699,320,50,1722,0,35,-1,79
2081,2081,203222,17400468302723094827,0,14102603,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9976078d,711ee120,1,0,17753,320,50,1993,2,1063,-1,33
2082,2082,203359,2836384900305013019,0,14102603,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5d7306df,6332421a,1,0,20108,320,50,2299,2,1327,100084,52
2083,2083,203421,3792662634844112153,0,14102603,1002,0,60efd545,8a9459c0,50e219e0,ecad2386,7801e8d9,07d7df22,04321d2e,22549e49,43e7b962,0,0,6364,300,50,544,3,39,100077,23
2084,2084,203425,3883835678233723034,0,14102603,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f9ea65f,7dc3b26e,1,0,17753,320,50,1993,2,1063,100084,33
2085,2085,203600,6406060355613998050,0,14102603,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2eff955d,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23
2086,2086,203870,10373522181154720620,1,14102604,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,700157db,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
2087,2087,203883,10458277476850631951,0,14102604,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b5799537,e1eae715,1,3,21189,320,50,2424,1,161,100193,71
2088,2088,204353,15572576127956718722,0,14102604,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dfad529f,c9a7ccb1,1,0,17212,320,50,1887,3,39,-1,23
2089,2089,204394,16001094660148435681,0,14102604,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,71a03fbc,17574a76,3223bcfe,1,3,375,320,50,112,3,1319,-1,15
2090,2090,204455,16621035578018704169,1,14102604,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f9556881,5096d134,1,0,15703,320,50,1722,0,35,-1,79
2091,2091,204568,17787964057190802194,0,14102604,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,53a61f45,3e2fcaa2,a53d68c3,1,0,17017,320,50,1873,3,39,-1,23
2092,2092,204647,2077959491238693661,0,14102604,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b2afbea5,00b1f3a7,1,0,17239,320,50,1973,3,39,-1,23
2093,2093,204687,2530004381634041637,0,14102604,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,1f0bc64f,1,0,17654,300,250,1994,2,39,-1,33
2094,2094,204724,2965186663236431566,0,14102604,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bb285a48,0eb711ec,1,0,16208,320,50,1800,3,167,-1,23
2095,2095,204928,5091572277478591414,1,14102604,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cbb3155d,d787e91b,1,0,20108,320,50,2299,2,1327,100084,52
2096,2096,204961,5491238350501553034,0,14102604,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0533079c,be6db1d7,1,0,19950,320,50,1800,3,167,100079,23
2097,2097,205015,6099543307162820333,0,14102604,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a56bb10c,04258293,1,0,20251,320,50,2323,0,687,100081,48
2098,2098,205115,7251520717041932072,0,14102604,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3cfa6413,76dc4769,1,0,19950,320,50,1800,3,167,100077,23
2099,2099,205154,7757524887885122443,0,14102604,1002,0,487c858e,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,b7c4e897,1ebef885,373ecbe6,0,0,19665,320,50,2253,2,303,-1,52
2100,2100,205375,10147388483460183919,0,14102605,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f87a06b0,c1ed9e7e,1,0,19950,320,50,1800,3,167,100077,23
2101,2101,205398,10359786128645329943,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,711ee120,1,0,15702,320,50,1722,0,35,-1,79
2102,2102,205471,10997898724845732362,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,772815a5,fce66524,1,0,15708,320,50,1722,0,35,-1,79
2103,2103,205581,12120295979690338987,1,14102605,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,15dc8a44,1f0bc64f,1,0,20251,320,50,2323,0,687,100081,48
2104,2104,205605,12301886973433818644,0,14102605,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b200dbcb,0b3a28f0,1,0,22224,320,50,2561,0,687,-1,51
2105,2105,205666,12756579486901783878,0,14102605,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,feccff66,c55d7143,84ebbcd4,1,0,6991,320,50,613,2,39,100233,32
2106,2106,205670,12815751382725919214,0,14102605,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,618768b8,be6db1d7,1,0,16208,320,50,1800,3,167,100077,23
2107,2107,205680,12910130489225726995,1,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,844320a8,d5db24c3,1,0,20108,320,50,2299,2,1327,100084,52
2108,2108,205695,13060331728487287658,0,14102605,1005,0,85f751fd,c4e18dd6,50e219e0,de77f79f,7801e8d9,0f2161f8,77192767,b9233a0e,04f5b394,1,0,20632,320,50,2374,3,39,-1,23
2109,2109,206098,16696448329344678555,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,003e1e42,3bc980aa,1,0,15701,320,50,1722,0,35,-1,79
2110,2110,206121,16867802660510705448,0,14102605,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,667eef63,0a3aa014,1,0,20633,320,50,2374,3,39,-1,23
2111,2111,206197,1767378301414297967,1,14102605,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7ed8ba28,d787e91b,1,0,17653,300,250,1994,2,39,-1,33
2112,2112,206252,18226590734606233833,0,14102605,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd080b50,d787e91b,1,0,17753,320,50,1993,2,1063,-1,33
2113,2113,206317,2377127458852888863,0,14102605,1002,0,6f34dd1d,1591263c,50e219e0,ecad2386,7801e8d9,07d7df22,32e601ee,813f93a2,0e88538f,0,0,17566,320,50,479,3,39,-1,23
2114,2114,206412,3395630227464405492,0,14102605,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a6e3bcfd,779d90c2,1,0,21153,320,50,2420,2,35,-1,69
2115,2115,206625,5530333729651262231,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff240bd6,1f0bc64f,1,0,8330,320,50,761,3,175,-1,23
2116,2116,206692,6257478434073630585,0,14102605,1005,0,72d77ade,5449fde7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,61523e2b,a264bba3,1,0,15908,320,50,1752,3,297,100081,82
2117,2117,206718,652430750827126485,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d7827f48,a0f5f879,1,0,15706,320,50,1722,0,35,-1,79
2118,2118,206927,868261074950804801,0,14102605,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,65bb9984,be6db1d7,1,0,17016,320,50,1873,3,39,-1,23
2119,2119,207010,9496697311157544955,1,14102605,1012,1,a6e60555,c4e18dd6,dedf689d,ecad2386,7801e8d9,07d7df22,a99f214a,b8af7635,a8735f2a,1,0,22553,320,50,2602,0,163,-1,182
2120,2120,207031,9613604078866425772,0,14102605,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d290c9db,24f6b932,1,0,15703,320,50,1722,0,35,-1,79
2121,2121,207126,10440415408635991359,0,14102606,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e67e3dee,d2a171bf,1,0,19772,320,50,2227,0,679,-1,48
2122,2122,207272,11850336000755143614,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,60330147,81b42528,1,0,15699,320,50,1722,0,35,-1,79
2123,2123,207509,14022838911489174200,1,14102606,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c8e533db,be6db1d7,1,0,8330,320,50,761,3,175,100077,23
2124,2124,207729,16184508613126041715,0,14102606,1005,0,85f751fd,c4e18dd6,50e219e0,85938df3,2347f47a,0f2161f8,a99f214a,fbe10164,8ba13a25,1,0,377,320,50,112,3,1319,-1,15
2125,2125,208003,2156605088172612443,0,14102606,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fce18535,8ce34352,1,0,4687,320,50,423,2,39,100148,32
2126,2126,208117,3383974868590394343,0,14102606,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,57924bfe,96ab6189,0153a639,1,0,16615,320,50,1863,3,39,-1,23
2127,2127,208192,4082845672883551612,0,14102606,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a2f69461,ecb851b2,1,0,19950,320,50,1800,3,167,100075,23
2128,2128,208310,5410805750915104224,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8963c252,76dc4769,1,0,15705,320,50,1722,0,35,-1,79
2129,2129,208370,6025090482657757601,1,14102606,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2de17891,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
2130,2130,208391,6179899722270981614,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e311f28d,c6263d8a,1,0,20108,320,50,2299,2,1327,100084,52
2131,2131,208418,635446386481865082,0,14102606,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,7f7e90fd,a3e7b546,0eb711ec,1,0,21412,320,50,2467,2,167,-1,23
2132,2132,208435,6505786835343207194,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,05a97212,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
2133,2133,208527,725256673580347268,1,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0ece3aef,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
2134,2134,208547,7455312342444485356,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5e3e1ea1,81b42528,1,0,20108,320,50,2299,2,1327,100084,52
2135,2135,208662,8461754692870395886,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,12ba81f5,cbb77256,1,0,15701,320,50,1722,0,35,100084,79
2136,2136,208895,10375460605193675254,1,14102607,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,213de82a,1,0,15702,320,50,1722,0,35,-1,79
2137,2137,208982,11236564131740646506,0,14102607,1005,1,e59ef3fc,0a4015b2,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,8be980b7,7abbbd5c,1,0,20006,320,50,2283,0,163,100076,95
2138,2138,209267,13747794718726119760,1,14102607,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9bc9a04f,684581ce,1,0,4687,320,50,423,2,39,-1,32
2139,2139,209272,13781120517824337841,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,514317ef,5f0b9150,ecb851b2,1,0,20633,320,50,2374,3,39,-1,23
2140,2140,209285,13827042973212529755,0,14102607,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,169cd1e0,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
2141,2141,209342,14320858853292262476,0,14102607,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4b680a4a,1f0bc64f,1,0,16615,320,50,1863,3,39,100119,23
2142,2142,209405,1479037488928088046,0,14102607,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,48444267,8ce34352,1,0,19772,320,50,2227,0,679,100075,48
2143,2143,209682,17310766084621127868,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,33291962,2347f47a,cef3e649,a99f214a,13d7e174,68b900d9,1,2,21609,216,36,2480,3,297,100111,61
2144,2144,210243,5419353352906655328,1,14102607,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f544e724,76dc4769,1,0,20093,300,250,2295,2,35,-1,23
2145,2145,210317,6181363871657523454,0,14102607,1005,0,9d5dba0f,964a3bd1,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1185cfd8,1f0bc64f,1,0,19771,320,50,2227,0,679,100079,48
2146,2146,210511,7763911689882195933,1,14102607,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8211840d,be6db1d7,1,0,20019,300,250,2286,3,39,100075,23
2147,2147,210518,7845481747891943518,1,14102607,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7db220d0,1f0bc64f,1,0,20108,320,50,2299,2,1327,100084,52
2148,2148,210692,9272013750269281849,1,14102607,1005,1,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2335f7d,5db079b5,1,2,8330,320,50,761,3,175,-1,23
2149,2149,210881,11104937469474652153,1,14102608,1005,0,14a5a57a,94142e6d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2c9bf282,9955990f,1,0,13778,320,50,1447,2,47,-1,13
2150,2150,211097,1296628292906889910,0,14102608,1005,0,addf1d39,db11867b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6f0e4e52,31f63ca2,1,0,19772,320,50,2227,0,679,100077,48
2151,2151,211506,16317314563405338500,0,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c36ae1cf,ecb851b2,1,0,20633,320,50,2374,3,39,-1,23
2152,2152,211564,16741302695550024833,0,14102608,1005,0,b7c246df,a72dd09f,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6026b2d2,d4897fef,1,0,16615,320,50,1863,3,39,-1,23
2153,2153,211626,17268717141586038035,0,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,ab84fb37,d8337869,1,0,6563,320,50,572,2,39,-1,32
2154,2154,211680,17680054156218560202,0,14102608,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,68545ea5,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23
2155,2155,212011,3957275963159243596,0,14102608,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a64572ef,d4897fef,1,0,19950,320,50,1800,3,167,100075,23
2156,2156,212034,4093465475907157761,0,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,e6cec3cb,7abbbd5c,1,0,16615,320,50,1863,3,39,-1,23
2157,2157,212115,4831606222216634845,0,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,f2f51793,0e12ba55,7abbbd5c,1,0,6558,320,50,571,2,39,-1,32
2158,2158,212195,5688098703411529326,1,14102608,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,663fb65e,6ae7fb43,1,0,17264,320,50,1872,3,39,-1,23
2159,2159,212213,5863034887138374401,0,14102608,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5eb9790c,7abbbd5c,1,0,16615,320,50,1863,3,39,100119,23
2160,2160,212317,6756296638054305938,0,14102608,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b2259db,5ec45883,1,0,20009,320,50,2283,0,163,100076,95
2161,2161,212345,6956469773685990579,0,14102608,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,b5e797b7,aff7c818,0566c713,4,3,16011,320,50,1769,0,673,-1,101
2162,2162,212359,7045380918175881979,0,14102608,1005,0,6e4efb2c,5449fde7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e5678444,5ef191d3,1,0,13777,320,50,1447,2,47,100077,13
