click,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,day_of_week,date,time
0,1010,1,1145,1680,5,1768,65,3,9410,174562,4102,4,0,21311,320,50,2449,0,163,100105,91,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,240430,2358,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1738,1093,19,2129,65,0,43137,132511,478,1,0,20363,216,36,2333,0,39,100130,157,1,0,0
0,1002,0,1136,1680,5,2129,65,0,49613,209265,941,0,0,21682,320,50,2496,3,167,100191,23,1,0,0
0,1005,0,1145,1680,5,1744,128,3,43137,127693,4177,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,169778,3372,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,86562,1028,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,56174,615,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,173995,4119,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,646,128,21,43137,207087,2923,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,1145,1680,5,1006,65,3,59000,234310,526,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
1,1005,1,1918,1093,19,2129,65,0,43137,240823,3227,1,0,20632,320,50,2374,3,39,-1,23,1,0,0
0,1005,1,600,342,1,2129,65,0,43137,211286,3277,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,97647,3520,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,101432,2413,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,155079,456,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,121650,4077,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,5908,1261,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1010,1,1145,1680,5,1516,65,21,18428,218976,4102,4,2,21665,320,50,2493,3,35,-1,117,1,0,0
1,1005,1,837,180,19,2129,65,0,43137,235270,2358,1,0,16920,320,50,1899,0,431,100077,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,21194,591,1,0,15699,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,89944,2874,1,0,15702,320,50,1722,0,35,100084,79,1,0,0
1,1005,1,198,105,19,2129,65,0,43137,110582,4304,1,0,20135,320,50,2304,3,39,100199,23,1,0,0
0,1005,0,1145,1680,5,2082,17,3,31116,70983,4352,1,0,20596,320,50,2161,0,35,100034,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,251190,2034,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1002,0,1536,1320,5,2129,65,0,7233,35747,146,0,0,17894,320,50,2039,2,39,-1,32,1,0,0
0,1005,1,1948,80,2,2129,65,0,43137,18032,2479,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1327,1438,19,2129,65,0,43137,8686,1366,1,0,20005,320,50,2283,0,163,100076,95,1,0,0
0,1005,0,1145,1680,5,2072,128,3,43137,250130,2923,1,0,20153,320,50,2307,3,163,-1,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,222359,2685,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,190087,3227,1,0,15705,320,50,1722,0,35,100083,79,1,0,0
1,1005,0,804,1029,3,2129,65,0,43137,117470,2034,1,0,17653,300,250,1994,2,39,100083,33,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,183016,261,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,246544,2213,1,0,17753,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,178165,3696,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,600,342,1,2129,65,0,43137,241673,526,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,36004,2843,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,4623,2344,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,197094,936,1,0,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,218255,3977,1,0,20633,320,50,2374,3,39,-1,23,1,0,0
0,1005,0,2060,855,19,2129,65,0,43137,85953,526,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,140186,1910,1,0,15707,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,171643,2176,1,0,15707,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,1145,1680,5,496,17,21,59040,189211,746,1,3,20596,320,50,2161,0,35,100128,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,107195,3372,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,229115,1910,1,0,15703,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,19229,1028,1,0,15699,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,73287,2034,1,0,15706,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,1145,1680,5,1372,128,3,43137,244759,2923,1,0,20980,320,50,2371,0,551,100217,46,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,145636,456,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,212418,554,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,144,189,3,2129,65,0,43137,178859,2464,1,2,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,28513,2267,1,0,17653,300,250,1994,2,39,-1,33,1,0,0
0,1002,0,1136,1680,5,2129,65,0,6050,211138,3540,0,0,21300,320,50,2446,3,171,100228,156,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,141749,1910,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,2060,855,19,2129,65,0,43137,185962,1182,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,789,1623,19,2129,65,0,43137,14542,1329,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1862,980,19,2129,65,0,43137,115928,2267,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,1533,128,3,43137,164866,3954,1,0,20984,320,50,2371,0,551,-1,46,1,0,0
0,1002,0,1145,1680,5,1470,65,0,47459,114665,1881,0,0,15700,300,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,90844,691,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,234000,1451,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,135573,1366,1,0,15706,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,2029,51,3,45878,63172,89,1,0,4687,320,50,423,2,39,100148,32,1,0,0
1,1005,1,1162,1401,3,2129,65,0,43137,224635,2686,1,0,17212,320,50,1887,3,39,100199,23,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,118761,2472,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,1,198,105,19,2129,65,0,43137,202342,1329,1,0,6616,320,50,576,2,35,100131,32,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,28347,2358,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,13533,943,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,175389,2843,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,236251,877,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,233791,3696,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1010,1,1145,1680,5,2302,65,3,17248,60646,4102,4,0,21665,320,50,2493,3,35,100170,117,1,0,0
0,1005,1,600,342,1,2129,65,0,43137,212418,3507,1,2,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,1444,78,3,43137,39948,1220,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1776,1618,2,2129,65,0,43137,16929,1305,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,2126,1925,1,2129,65,0,43137,55989,3375,1,0,19666,300,250,2253,2,303,-1,52,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,141193,456,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,1145,1680,5,1396,17,24,43137,1663,526,1,0,20633,320,50,2374,3,39,-1,23,1,0,0
0,1005,0,1145,1680,5,336,113,3,43137,24191,526,1,0,18954,320,50,2154,3,427,100062,61,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,185007,4021,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,221397,1028,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,56174,615,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,171257,526,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,96,37,24,43137,149848,423,1,0,18993,320,50,2161,0,35,100034,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,2643,3750,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,161620,1678,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,214854,1910,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
0,1005,0,1145,1680,5,846,17,3,43137,204770,2234,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1918,1093,19,2129,65,0,43137,18442,1747,1,0,17037,320,50,1934,2,39,-1,16,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,22692,2012,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,808,172,19,2129,65,0,43137,210764,669,1,0,20363,216,36,2333,0,39,100076,157,1,0,0
0,1002,0,2090,1554,5,2129,65,0,48725,232263,3559,0,0,19665,320,50,2253,2,303,-1,52,1,0,0
1,1010,1,1145,1680,5,1772,65,3,10569,1490,2751,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,193710,526,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,496,17,21,194,45869,2905,1,3,17163,320,50,1955,3,163,100193,71,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,89907,2399,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2029,51,3,25242,35335,4044,1,0,6559,320,50,571,2,39,-1,32,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,74227,1910,1,0,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,111657,2560,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,58006,232,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,67,74,3,43137,191995,1595,1,2,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,1786,109,15,18419,75854,2692,1,0,18987,320,50,2158,3,291,-1,61,1,0,0
1,1005,0,1145,1680,5,728,101,3,43137,197725,1432,1,0,21189,320,50,2424,1,161,100189,71,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,35276,1164,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,808,172,19,2129,65,0,43137,17985,105,1,0,20363,216,36,2333,0,39,100081,157,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,164899,691,1,0,17614,320,50,1993,2,1063,-1,33,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,4623,4087,1,0,17614,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,303,937,19,2129,65,0,43137,23501,1358,1,0,19772,320,50,2227,0,687,100075,48,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,21364,1028,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,225584,1028,1,0,17614,320,50,1993,2,1063,100083,33,1,0,0
0,1005,0,1126,794,19,2129,65,0,43137,126412,1618,1,0,17212,320,50,1887,3,39,-1,23,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,204757,2984,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1010,1,1145,1680,5,878,65,3,1852,201525,4102,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,1145,1680,5,2091,17,21,48610,176130,484,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,2026,17,15,43137,149086,3507,1,2,15010,320,50,1637,0,161,100046,91,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,4623,3076,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,1141,758,19,2129,65,0,43137,85821,1065,1,0,19772,320,50,2227,0,687,100081,48,1,0,0
0,1005,1,1141,758,19,2129,65,0,43137,241100,3178,1,0,19771,320,50,2227,0,687,100077,48,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,221234,777,1,0,20508,320,50,2351,3,163,-1,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,57477,2358,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,923,17,15,42708,178923,2034,1,3,15705,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,220739,2751,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,2170,1263,0,2129,65,0,43137,124425,526,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,185,17,24,43137,252480,2692,1,0,20596,320,50,2161,0,35,100148,157,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,107225,2683,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,8300,2923,1,0,20508,320,50,2351,3,163,-1,61,1,0,0
0,1010,1,1145,1680,5,1174,65,3,54363,253335,4102,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1002,0,1136,1680,5,2129,65,0,21985,31632,3540,0,0,21660,320,50,2446,3,171,100228,156,1,0,0
0,1010,1,1145,1680,5,2302,65,3,28097,102107,1753,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,1145,1680,5,96,37,24,43137,125658,2082,1,0,20596,320,50,2161,0,35,100065,157,1,0,0
0,1005,0,1145,1680,5,1372,128,3,43137,326,2923,1,0,20980,320,50,2371,0,551,100215,46,1,0,0
0,1005,1,1141,758,19,2129,65,0,43137,119631,2751,1,0,16208,320,50,1800,3,167,100077,23,1,0,0
0,1005,1,2101,934,19,2129,65,0,43137,187364,463,1,0,16615,320,50,1863,3,39,100119,23,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,159036,615,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1010,1,1145,1680,5,1495,65,3,6693,253728,4102,4,0,21665,320,50,2493,3,35,-1,117,1,0,0
1,1005,0,805,1279,19,2129,65,0,43137,180668,2034,1,0,19665,320,50,2253,2,303,-1,52,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,215196,2923,1,0,20508,320,50,2351,3,163,-1,61,1,0,0
1,1005,0,1355,1020,19,2129,65,0,43137,101569,1853,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,688,17,3,54643,37186,2457,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,13951,2135,1,0,15702,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,121439,3843,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,163863,1910,1,0,15706,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,185,17,24,43137,129619,3696,1,0,20596,320,50,2161,0,35,100160,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,163429,2358,1,0,15699,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,3681,700,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,231276,2176,1,0,17753,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,29989,526,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,200233,3227,1,0,15707,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,186959,936,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
0,1010,1,1145,1680,5,2117,65,3,31,44187,4044,4,3,21665,320,50,2493,3,35,100050,117,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,109848,456,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1854,1327,19,2129,65,0,43137,133828,1050,1,2,17914,320,50,2043,2,39,-1,32,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,203720,4293,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,176115,2614,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,110223,1910,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,174099,2034,1,0,15705,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,2170,1263,0,2129,65,0,43137,207184,2135,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,92808,384,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,91295,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,203649,4044,1,0,15702,320,50,1722,0,35,100084,79,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,97454,1329,1,0,17753,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,1145,1680,5,1936,17,21,19987,23047,1666,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,130315,2923,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,804,1029,3,2129,65,0,43137,110227,559,1,0,17653,300,250,1994,2,39,-1,33,1,0,0
0,1005,0,1094,1634,10,2129,65,0,43137,212730,1570,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,212345,1028,1,0,15705,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,279,3696,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,238665,3605,1,0,15705,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,214091,3696,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,1150,65,3,43106,241400,850,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,110223,2373,1,0,17614,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,236671,1311,1,0,15704,320,50,1722,0,35,100084,79,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,55305,1028,1,0,17614,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,89907,2358,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,55107,3228,1,2,15703,320,50,1722,0,35,-1,79,1,0,0
0,1005,1,2101,934,19,2129,65,0,43137,106221,1641,1,0,20969,320,50,2372,0,813,-1,46,1,0,0
0,1005,1,102,342,1,2129,65,0,43137,71881,2751,1,0,6558,320,50,571,2,39,100048,32,1,0,0
0,1005,0,1145,1680,5,2029,51,3,43137,70521,3372,1,0,20634,320,50,2374,3,39,-1,23,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,180689,3696,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
1,1005,1,1918,1093,19,2129,65,0,43137,160629,2082,1,0,4687,320,50,423,2,39,100148,32,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,47344,3696,1,0,20596,320,50,2161,0,35,100210,157,1,0,0
0,1005,0,2060,855,19,2129,65,0,43137,96685,1506,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1948,80,2,2129,65,0,43137,60213,2344,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,106569,2843,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,1145,1680,5,2029,51,3,27349,63274,3977,1,0,4687,320,50,423,2,39,100148,32,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,195514,1678,1,0,15703,320,50,1722,0,35,100083,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,76739,559,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,1145,1680,5,2029,51,3,43137,82959,1971,1,0,4687,320,50,423,2,39,100148,32,1,0,0
0,1005,0,1145,1680,5,2294,75,3,43137,123980,2614,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,13212,1329,1,0,15707,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,86854,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,199702,3861,1,2,15705,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,166394,615,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,136322,4111,1,0,15705,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,151439,49,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,1877,17,15,7382,205771,1157,1,3,15702,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,134043,1910,1,0,15708,320,50,1722,0,35,100084,79,1,0,0
0,1005,1,2170,1263,0,2129,65,0,43137,190767,2358,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,192007,936,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,755,1712,3,2129,65,0,43137,135892,2082,1,0,20352,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,572,17,3,47479,38132,1595,1,2,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,96,37,24,43137,163553,2692,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1854,1327,19,2129,65,0,43137,4073,2267,1,0,17753,320,50,1993,2,1063,-1,33,1,0,0
0,1005,0,1145,1680,5,81,0,3,43137,116107,1476,1,2,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,110223,1366,1,0,15702,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,24,67,10,2129,65,0,43137,137140,3685,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1005,1,1714,1894,0,2129,65,0,43137,43147,2034,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,190217,1678,1,0,15703,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,246544,1028,1,0,15706,320,50,1722,0,35,-1,79,1,0,0
1,1005,1,1975,1676,19,2129,65,0,43137,8377,1329,1,0,17914,320,50,2043,2,39,-1,32,1,0,0
0,1005,0,1331,1874,19,2129,65,0,43137,23657,700,1,0,20596,320,50,2161,0,35,-1,157,1,0,0
0,1002,0,1145,1680,5,1433,65,0,41829,130359,599,0,0,21665,320,50,2493,3,35,-1,117,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,174816,1366,1,0,15707,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,1145,1680,5,1396,17,24,43137,55595,971,1,0,18093,320,50,2060,3,39,-1,23,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,35215,1017,1,0,17614,320,50,1993,2,1063,100083,33,1,0,0
0,1005,1,287,957,3,2129,65,0,43137,128384,2464,1,2,18993,320,50,2161,0,35,100034,157,1,0,0
1,1005,1,1854,1327,19,2129,65,0,43137,25449,928,1,0,17753,320,50,1993,2,1063,100084,33,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,39825,261,1,0,15701,320,50,1722,0,35,100083,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,105976,3696,1,0,20366,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,29661,340,1,0,15704,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,146983,4044,1,0,15699,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,517,200,2,2129,65,0,43137,93189,1054,1,0,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,1145,1680,5,2029,51,3,63968,234325,2082,1,0,6557,320,50,571,2,39,-1,32,1,0,0
0,1005,0,877,356,19,2129,65,0,43137,157613,105,1,0,15708,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,340,1415,19,2129,65,0,43137,224012,2358,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1005,0,1145,1680,5,896,65,3,38421,180668,332,1,0,20634,320,50,2374,3,39,-1,23,1,0,0
1,1005,0,263,2056,1,2129,65,0,43137,30497,936,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
0,1005,0,755,1712,3,2129,65,0,43137,84521,844,1,0,20362,320,50,2333,0,39,-1,157,1,0,0
0,1010,1,1145,1680,5,34,65,3,26812,229090,2398,4,3,21388,320,50,2465,3,161,100215,93,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,16144,2843,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,1145,1680,5,1538,17,3,47554,104339,2889,1,3,18993,320,50,2161,0,35,-1,157,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,149224,1028,1,0,15703,320,50,1722,0,35,100084,79,1,0,0
0,1005,0,263,2056,1,2129,65,0,43137,193710,3898,1,0,15701,320,50,1722,0,35,-1,79,1,0,0
1,1005,0,1145,1680,5,2294,75,3,43137,68344,4150,1,0,21611,320,50,2480,3,297,100111,61,1,0,0
